128849018942,METHOD_RETURN,RET,2,src/shared/context/users/domain/users.service.ts::program:UsersService:findAll:<returnValue>;src/shared/context/users/domain/users:service:ts::program:UsersService:findAll:<returnValue>;Promise<User[]>;UsersService:findAll:<returnValue>,BY_VALUE,26,,,5,Promise<User[]>,Promise<User[]>
128849018943,METHOD_RETURN,RET,2,src/shared/context/users/domain/users.service.ts::program:UsersService:findByMany:<returnValue>;UsersService:findByMany:<returnValue>;Promise<User[]>;src/shared/context/users/domain/users:service:ts::program:UsersService:findByMany:<returnValue>,BY_VALUE,32,,,6,Promise<User[]>,Promise<User[]>
128849018944,METHOD_RETURN,RET,2,Promise<User>;User,BY_VALUE,38,,,6,Promise<User>,ANY
128849018945,METHOD_RETURN,RET,2,Promise<any>;User,BY_VALUE,46,,,8,Promise<any>,ANY
128849018946,METHOD_RETURN,RET,2,Promise<any>;User,BY_VALUE,56,,,6,Promise<any>,ANY
128849018947,METHOD_RETURN,RET,2,Promise<void>;src/shared/context/users/domain/users:service:ts::program:UsersService:sendMfaAttemptEmail:<returnValue>;src/shared/context/users/domain/users.service.ts::program:UsersService:sendMfaAttemptEmail:<returnValue>;UsersService:sendMfaAttemptEmail:<returnValue>,BY_VALUE,64,,,6,Promise<void>,Promise<void>
128849018948,METHOD_RETURN,RET,2,Promise<void>;src/shared/context/users/domain/users.service.ts::program:UsersService:sendMfaSuccessEmail:<returnValue>;src/shared/context/users/domain/users:service:ts::program:UsersService:sendMfaSuccessEmail:<returnValue>;UsersService:sendMfaSuccessEmail:<returnValue>,BY_VALUE,69,,,6,Promise<void>,Promise<void>
128849018949,METHOD_RETURN,RET,2,Promise<any>;User,BY_VALUE,74,,,7,Promise<any>,ANY
128849018950,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018951,METHOD_RETURN,RET,0,src/context/users/users:module:ts::program:UsersModule:<init>;UsersModule,BY_VALUE,10,,,4,UsersModule,ANY
128849018952,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018953,METHOD_RETURN,RET,30,void;__whatwg.console:log:<returnValue>,BY_VALUE,27,,,5,void,void
128849018954,METHOD_RETURN,RET,0,,BY_VALUE,10,,,4,Promise<void>,Promise<void>
128849018955,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018956,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849018957,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018958,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849018959,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018960,METHOD_RETURN,RET,7,,BY_VALUE,3,,,4,ANY,ANY
128849018961,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018962,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849018963,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018964,METHOD_RETURN,RET,23,TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService,BY_VALUE,24,,,5,TenantRoleAliasesService,ANY
128849018965,METHOD_RETURN,RET,2,src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService:<init>;RoleAliasesService,BY_VALUE,16,,,8,RoleAliasesService,ANY
128849018966,METHOD_RETURN,RET,64,@avantodev/avanto-db:TenantRoleAliases;TenantRoleAliases,BY_VALUE,69,,,6,TenantRoleAliases,@avantodev/avanto-db:TenantRoleAliases
128849018967,METHOD_RETURN,RET,2,Promise<any>;__ecma.Array,BY_VALUE,28,,,5,Promise<any>,ANY
128849018968,METHOD_RETURN,RET,2,Promise<RoleAlias[]>;__ecma.Array,BY_VALUE,80,,,4,Promise<RoleAlias[]>,ANY
128849018969,METHOD_RETURN,RET,2,Promise<RoleAlias>,BY_VALUE,92,,,5,Promise<RoleAlias>,Promise<RoleAlias>
128849018970,METHOD_RETURN,RET,35,__ecma.String:toLowerCase:<returnValue>;__ecma.String,BY_VALUE,120,,,6,__ecma.String,__ecma.String
128849018971,METHOD_RETURN,RET,39,__ecma.String:toLowerCase:<returnValue>;__ecma.String,BY_VALUE,125,,,6,__ecma.String,__ecma.String
128849018972,METHOD_RETURN,RET,2,Promise<RoleAlias[]>;__ecma.Array,BY_VALUE,105,,,5,Promise<RoleAlias[]>,ANY
128849018973,METHOD_RETURN,RET,69,@avantodev/avanto-db:TenantRoleAliases;TenantRoleAliases,BY_VALUE,204,,,6,TenantRoleAliases,@avantodev/avanto-db:TenantRoleAliases
128849018974,METHOD_RETURN,RET,2,Promise<any>;Repository<RoleAlias>:save:<returnValue>,BY_VALUE,144,,,6,Promise<any>,Promise<any>
128849018975,METHOD_RETURN,RET,2,Promise<any>;Repository<RoleAlias>:save:<returnValue>,BY_VALUE,214,,,5,Promise<any>,Promise<any>
128849018976,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018977,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849018978,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018979,METHOD_RETURN,RET,7,,BY_VALUE,4,,,4,ANY,ANY
128849018980,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018981,METHOD_RETURN,RET,7,,BY_VALUE,1,,,4,ANY,ANY
128849018982,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018983,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849018984,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018985,METHOD_RETURN,RET,2,src/shared/context/roles/domain/roles:service:ts::program:RolesService:<init>;RolesService,BY_VALUE,16,,,5,RolesService,ANY
128849018986,METHOD_RETURN,RET,2,Promise<any>;Repository<Role>:save:<returnValue>,BY_VALUE,21,,,5,Promise<any>,Promise<any>
128849018987,METHOD_RETURN,RET,2,Promise<Role[]>;__ecma.Array,BY_VALUE,105,,,4,Promise<Role[]>,ANY
128849018988,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,122,,,5,Promise<any>,Promise<any>
128849018989,METHOD_RETURN,RET,25,__ecma.String:toLowerCase:<returnValue>:trim:<returnValue>;__ecma.String,BY_VALUE,181,,,6,__ecma.String,__ecma.String
128849018990,METHOD_RETURN,RET,81,__ecma.String:toLowerCase:<returnValue>:trim:<returnValue>;__ecma.String,BY_VALUE,186,,,6,__ecma.String,__ecma.String
128849018991,METHOD_RETURN,RET,2,Promise<Role[]>;__ecma.Array,BY_VALUE,148,,,5,Promise<Role[]>,ANY
128849018992,METHOD_RETURN,RET,2,Promise<any>;Repository<Role>:save:<returnValue>,BY_VALUE,229,,,6,Promise<any>,Promise<any>
128849018993,METHOD_RETURN,RET,2,Promise<any>;Repository<Role>:save:<returnValue>,BY_VALUE,343,,,5,Promise<any>,Promise<any>
128849018994,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018995,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849018996,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018997,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849018998,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849018999,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019000,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019001,METHOD_RETURN,RET,7,,BY_VALUE,1,,,4,ANY,ANY
128849019002,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019003,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849019004,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019005,METHOD_RETURN,RET,2,src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService:<init>;TenantRoleAliasesService,BY_VALUE,16,,,8,TenantRoleAliasesService,ANY
128849019006,METHOD_RETURN,RET,2,Promise<any>;__ecma.Boolean,BY_VALUE,27,,,5,Promise<any>,ANY
128849019007,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,93,,,4,Promise<any>,Promise<any>
128849019008,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,102,,,5,Promise<any>,Promise<any>
128849019009,METHOD_RETURN,RET,2,Promise<any>,BY_VALUE,112,,,5,Promise<any>,Promise<any>
128849019010,METHOD_RETURN,RET,2,Promise<any>;__ecma.Null,BY_VALUE,134,,,6,Promise<any>,ANY
128849019011,METHOD_RETURN,RET,2,Promise<any>;Repository<Tenant>:save:<returnValue>,BY_VALUE,217,,,5,Promise<any>,Promise<any>
128849019012,METHOD_RETURN,RET,25,,BY_VALUE,290,,,6,void,void
128849019013,METHOD_RETURN,RET,2,Promise<TenantRoleAliases[]>;__ecma.Array,BY_VALUE,241,,,5,Promise<TenantRoleAliases[]>,ANY
128849019014,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019015,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019016,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019017,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019018,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019019,METHOD_RETURN,RET,7,,BY_VALUE,1,,,4,ANY,ANY
128849019020,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019021,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849019022,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
